Data from groin3_Reflection__1__12-09-52-757.txt Node

Date: Thu Aug 04 12:09:52 AEST 2022
User: kathy
Spectrometer: JAZA2503
Trigger mode: 0
Integration Time (sec): 2.883200E-1
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 5
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
189.467	-110.27
189.852	-243.05
190.237	-7099.11
190.622	-498.98
191.007	-138.72
191.392	-185.89
191.777	-139.98
192.162	-80.41
192.546	-73.84
192.931	-143.65
193.316	-115.38
193.701	-153.31
194.086	176.86
194.47	172.86
194.855	454.47
195.24	8439.66
195.624	419.34
196.009	-39.78
196.393	56.84
196.778	-462.84
197.163	54.19
197.547	40.53
197.931	40.77
198.316	22.9
198.7	13.33
199.085	14.13
199.469	26.56
199.853	25.13
200.237	32.69
200.622	28.56
201.006	29.52
201.39	29.13
201.774	28.27
202.158	28.16
202.542	26.06
202.926	21.3
203.31	10.06
203.694	0.73
204.078	-7.62
204.462	-6.67
204.846	-3.82
205.23	-11.4
205.614	-18.88
205.998	-27.18
206.381	-28.91
206.765	-28.74
207.149	-22.39
207.532	-11.33
207.916	-8.71
208.3	-3.33
208.683	-5.92
209.067	-6.63
209.45	0.31
209.834	4.4
210.217	11.68
210.601	9.25
210.984	12.88
211.367	18.86
211.751	19.16
212.134	19.7
212.517	19.58
212.901	22.43
213.284	20.9
213.667	22.43
214.05	24.99
214.433	19.88
214.816	23.19
215.199	24.48
215.582	20.05
215.965	18.8
216.348	14.63
216.731	13.7
217.114	7.4
217.497	1.91
217.88	0.17
218.262	0.17
218.645	0.51
219.028	-2.38
219.411	-7.41
219.793	-8.59
220.176	-9.1
220.559	-7.74
220.941	-10.27
221.324	-8.98
221.706	-3.47
222.089	-1.65
222.471	-0.86
222.853	-0.99
223.236	1.39
223.618	3.72
224	5.32
224.383	5.06
224.765	5.36
225.147	6.57
225.529	6.87
225.912	6.92
226.294	6.11
226.676	5.08
227.058	4.34
227.44	3.71
227.822	3.16
228.204	2.48
228.586	2.77
228.968	2.26
229.349	2.15
229.731	2.14
230.113	1.57
230.495	1.46
230.877	1.27
231.258	1.41
231.64	1.06
232.022	0.66
232.403	0.81
232.785	0.88
233.166	1.01
233.548	1.11
233.929	1.19
234.311	1.48
234.692	1.26
235.073	1.39
235.455	1.63
235.836	1.96
236.217	2.32
236.599	1.75
236.98	1.08
237.361	0.66
237.742	0.31
238.123	0.26
238.504	0.16
238.885	0
239.266	0.1
239.647	-0.18
240.028	-0.18
240.409	-0.34
240.79	0.03
241.171	0.41
241.552	0.73
241.933	0.81
242.313	0.72
242.694	0.78
243.075	1.12
243.456	1.03
243.836	1.24
244.217	1.35
244.597	1.43
244.978	1.44
245.358	1.32
245.739	1.25
246.119	1.17
246.5	1.2
246.88	1.2
247.26	0.99
247.641	0.94
248.021	0.97
248.401	0.94
248.781	1.03
249.162	1.03
249.542	1.02
249.922	1.01
250.302	1.04
250.682	1.02
251.062	0.96
251.442	0.95
251.822	0.99
252.202	0.81
252.582	0.66
252.961	0.55
253.341	0.55
253.721	0.53
254.101	0.48
254.48	0.51
254.86	0.47
255.24	0.54
255.619	0.72
255.999	0.57
256.378	0.53
256.758	0.67
257.137	0.52
257.517	0.44
257.896	0.53
258.276	0.6
258.655	0.52
259.034	0.5
259.414	0.43
259.793	0.34
260.172	0.37
260.551	0.37
260.93	0.27
261.309	0.31
261.688	0.31
262.068	0.27
262.447	0.28
262.825	0.28
263.204	0.23
263.583	0.23
263.962	0.34
264.341	0.36
264.72	0.35
265.099	0.38
265.477	0.39
265.856	0.34
266.235	0.32
266.613	0.22
266.992	0.19
267.371	0.24
267.749	0.37
268.128	0.33
268.506	0.38
268.884	0.43
269.263	0.44
269.641	0.38
270.02	0.4
270.398	0.48
270.776	0.54
271.154	0.69
271.533	0.67
271.911	0.51
272.289	0.44
272.667	0.43
273.045	0.4
273.423	0.45
273.801	0.46
274.179	0.43
274.557	0.38
274.935	0.35
275.313	0.22
275.69	0.21
276.068	0.29
276.446	0.3
276.824	0.33
277.201	0.36
277.579	0.37
277.957	0.41
278.334	0.41
278.712	0.41
279.089	0.42
279.467	0.5
279.844	0.6
280.222	0.57
280.599	0.59
280.976	0.5
281.354	0.46
281.731	0.43
282.108	0.46
282.485	0.46
282.863	0.46
283.24	0.49
283.617	0.48
283.994	0.4
284.371	0.44
284.748	0.44
285.125	0.5
285.502	0.52
285.879	0.52
286.256	0.49
286.633	0.55
287.009	0.55
287.386	0.54
287.763	0.58
288.139	0.61
288.516	0.63
288.893	0.64
289.269	0.64
289.646	0.67
290.022	0.71
290.399	0.72
290.775	0.7
291.152	0.71
291.528	0.73
291.904	0.7
292.281	0.69
292.657	0.65
293.033	0.67
293.41	0.71
293.786	0.72
294.162	0.74
294.538	0.8
294.914	0.84
295.29	0.87
295.666	0.9
296.042	0.93
296.418	0.99
296.794	1.06
297.17	1.12
297.546	1.15
297.921	1.17
298.297	1.22
298.673	1.24
299.048	1.28
299.424	1.35
299.8	1.39
300.175	1.47
300.551	1.51
300.926	1.57
301.302	1.59
301.677	1.63
302.053	1.71
302.428	1.69
302.803	1.73
303.179	1.79
303.554	1.83
303.929	1.89
304.304	1.88
304.68	1.92
305.055	1.96
305.43	1.98
305.805	2
306.18	2
306.555	2.08
306.93	2.11
307.305	2.08
307.679	2.07
308.054	2.04
308.429	2.02
308.804	2.01
309.179	2.01
309.553	2.02
309.928	2.04
310.303	2.08
310.677	2.1
311.052	2.1
311.426	2.12
311.801	2.13
312.175	2.15
312.55	2.22
312.924	2.23
313.298	2.23
313.673	2.26
314.047	2.28
314.421	2.26
314.795	2.24
315.17	2.27
315.544	2.31
315.918	2.33
316.292	2.35
316.666	2.37
317.04	2.41
317.414	2.48
317.788	2.52
318.162	2.54
318.535	2.63
318.909	2.71
319.283	2.76
319.657	2.83
320.03	2.94
320.404	3.08
320.778	3.2
321.151	3.42
321.525	3.64
321.898	3.86
322.272	4.09
322.645	4.36
323.019	4.62
323.392	4.89
323.765	5.26
324.139	5.62
324.512	5.95
324.885	6.32
325.258	6.63
325.632	6.86
326.005	7.09
326.378	7.26
326.751	7.42
327.124	7.52
327.497	7.59
327.87	7.63
328.243	7.61
328.616	7.67
328.988	7.63
329.361	7.54
329.734	7.52
330.107	7.51
330.479	7.5
330.852	7.47
331.225	7.48
331.597	7.39
331.97	7.32
332.342	7.21
332.715	7.1
333.087	6.95
333.46	6.88
333.832	6.87
334.204	6.81
334.577	6.8
334.949	6.78
335.321	6.74
335.693	6.68
336.065	6.57
336.438	6.5
336.81	6.44
337.182	6.4
337.554	6.35
337.926	6.26
338.298	6.22
338.669	6.11
339.041	6.04
339.413	6.01
339.785	5.97
340.157	5.95
340.528	5.89
340.9	5.85
341.272	5.81
341.643	5.8
342.015	5.81
342.386	5.87
342.758	5.94
343.129	5.94
343.501	6
343.872	6
344.243	5.97
344.615	5.95
344.986	5.96
345.357	5.95
345.728	5.96
346.099	5.95
346.471	5.94
346.842	5.88
347.213	5.85
347.584	5.82
347.955	5.82
348.326	5.8
348.697	5.78
349.067	5.77
349.438	5.81
349.809	5.85
350.18	5.88
350.55	5.89
350.921	5.93
351.292	5.97
351.662	5.98
352.033	5.99
352.403	5.98
352.774	6.01
353.144	5.99
353.515	5.98
