Data from thigh1_Reflection__0__15-03-01-462.txt Node

Date: Thu Aug 04 15:03:01 AEST 2022
User: kathy
Spectrometer: JAZA2503
Trigger mode: 0
Integration Time (sec): 2.439700E-1
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 5
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
189.467	-285.58
189.852	-162.53
190.237	-117.07
190.622	-131.65
191.007	-192.49
191.392	-64.9
191.777	-31.09
192.162	-3.4
192.546	70.43
192.931	181.21
193.316	52.91
193.701	-229.46
194.086	-82.37
194.47	-3.92
194.855	1714.1
195.24	592.4
195.624	-7.46
196.009	-11.35
196.393	71.03
196.778	224.13
197.163	51.95
197.547	36.2
197.931	24.58
198.316	11.63
198.7	12.82
199.085	28.93
199.469	37.23
199.853	31.42
200.237	26.85
200.622	20.17
201.006	21.34
201.39	17.87
201.774	21.12
202.158	25.23
202.542	27.04
202.926	18.74
203.31	9.42
203.694	-3.92
204.078	-11.79
204.462	0.9
204.846	5.79
205.23	3.81
205.614	6.04
205.998	8.26
206.381	7.48
206.765	10.06
207.149	10.88
207.532	15.14
207.916	17.01
208.3	16.05
208.683	10.79
209.067	11.14
209.45	6.79
209.834	9.23
210.217	9.85
210.601	6.89
210.984	11.27
211.367	19.94
211.751	16.02
212.134	18.52
212.517	28.3
212.901	25.59
213.284	21.02
213.667	20.67
214.05	19.54
214.433	13.58
214.816	14.93
215.199	11.49
215.582	7.82
215.965	4.17
216.348	6.96
216.731	0.76
217.114	-2.52
217.497	1.52
217.88	0.5
218.262	-1.86
218.645	4.11
219.028	3.96
219.411	3.67
219.793	2.23
220.176	-1.62
220.559	-5.18
220.941	-5.9
221.324	1.09
221.706	0.22
222.089	0.96
222.471	3.81
222.853	1.91
223.236	1.06
223.618	0.78
224	0.44
224.383	3.78
224.765	3.82
225.147	3.46
225.529	2.22
225.912	2.62
226.294	2.85
226.676	1.99
227.058	1.52
227.44	1.57
227.822	1.53
228.204	2.47
228.586	1.78
228.968	2
229.349	2.2
229.731	1.67
230.113	1.56
230.495	1.88
230.877	2.04
231.258	2.46
231.64	2.54
232.022	2.49
232.403	2.45
232.785	3.03
233.166	2.72
233.548	2.2
233.929	2.24
234.311	2.07
234.692	1.97
235.073	1.84
235.455	1.34
235.836	1.55
236.217	1.55
236.599	1.49
236.98	1.23
237.361	1.47
237.742	2
238.123	2.48
238.504	2.5
238.885	2.46
239.266	2.35
239.647	2.34
240.028	2.18
240.409	1.98
240.79	2.05
241.171	2.06
241.552	1.87
241.933	1.74
242.313	1.74
242.694	1.79
243.075	1.87
243.456	1.78
243.836	1.76
244.217	1.92
244.597	2.02
244.978	1.95
245.358	2.08
245.739	2.01
246.119	2.07
246.5	2.01
246.88	1.99
247.26	1.86
247.641	1.85
248.021	1.93
248.401	1.79
248.781	1.76
249.162	1.75
249.542	1.65
249.922	1.69
250.302	1.7
250.682	1.67
251.062	1.64
251.442	1.66
251.822	1.64
252.202	1.61
252.582	1.51
252.961	1.51
253.341	1.65
253.721	1.86
254.101	1.95
254.48	1.97
254.86	2.1
255.24	2.26
255.619	2.34
255.999	2.38
256.378	2.37
256.758	2.55
257.137	2.54
257.517	2.17
257.896	1.86
258.276	1.76
258.655	1.47
259.034	1.22
259.414	1.09
259.793	1.1
260.172	1.07
260.551	1.01
260.93	0.84
261.309	0.83
261.688	0.85
262.068	0.85
262.447	0.79
262.825	0.86
263.204	0.8
263.583	0.69
263.962	0.56
264.341	0.66
264.72	0.66
265.099	0.77
265.477	0.75
265.856	0.74
266.235	0.66
266.613	0.72
266.992	0.66
267.371	0.78
267.749	0.9
268.128	0.89
268.506	0.88
268.884	0.94
269.263	0.97
269.641	0.87
270.02	0.88
270.398	0.9
270.776	0.9
271.154	0.99
271.533	1.03
271.911	1.07
272.289	1.11
272.667	1.13
273.045	1.17
273.423	1.19
273.801	1.31
274.179	1.32
274.557	1.38
274.935	1.44
275.313	1.46
275.69	1.47
276.068	1.41
276.446	1.38
276.824	1.29
277.201	1.18
277.579	1.19
277.957	1.1
278.334	1.1
278.712	1.1
279.089	0.97
279.467	0.84
279.844	0.83
280.222	0.78
280.599	0.74
280.976	0.82
281.354	0.82
281.731	0.77
282.108	0.78
282.485	0.75
282.863	0.71
283.24	0.77
283.617	0.85
283.994	0.83
284.371	0.87
284.748	0.94
285.125	0.93
285.502	0.95
285.879	0.98
286.256	1
286.633	1.06
287.009	1.16
287.386	1.24
287.763	1.28
288.139	1.33
288.516	1.44
288.893	1.48
289.269	1.55
289.646	1.58
290.022	1.62
290.399	1.68
290.775	1.71
291.152	1.72
291.528	1.72
291.904	1.74
292.281	1.75
292.657	1.73
293.033	1.74
293.41	1.78
293.786	1.82
294.162	1.86
294.538	1.87
294.914	1.89
295.29	1.92
295.666	1.98
296.042	2.04
296.418	2.12
296.794	2.15
297.17	2.25
297.546	2.27
297.921	2.37
298.297	2.43
298.673	2.5
299.048	2.57
299.424	2.66
299.8	2.72
300.175	2.78
300.551	2.83
300.926	2.9
301.302	2.92
301.677	2.99
302.053	3.02
302.428	3.08
302.803	3.13
303.179	3.21
303.554	3.26
303.929	3.29
304.304	3.35
304.68	3.4
305.055	3.46
305.43	3.53
305.805	3.61
306.18	3.66
306.555	3.71
306.93	3.77
307.305	3.77
307.679	3.8
308.054	3.82
308.429	3.83
308.804	3.87
309.179	3.91
309.553	3.94
309.928	3.93
310.303	3.97
310.677	4.01
311.052	4.02
311.426	4.06
311.801	4.12
312.175	4.14
312.55	4.19
312.924	4.2
313.298	4.22
313.673	4.23
314.047	4.25
314.421	4.24
314.795	4.24
315.17	4.25
315.544	4.26
315.918	4.24
316.292	4.29
316.666	4.32
317.04	4.37
317.414	4.4
317.788	4.47
318.162	4.57
318.535	4.66
318.909	4.74
319.283	4.85
319.657	4.93
320.03	5.05
320.404	5.15
320.778	5.32
321.151	5.56
321.525	5.84
321.898	6.16
322.272	6.44
322.645	6.82
323.019	7.14
323.392	7.45
323.765	7.87
324.139	8.28
324.512	8.76
324.885	9.2
325.258	9.63
325.632	10
326.005	10.27
326.378	10.47
326.751	10.57
327.124	10.6
327.497	10.6
327.87	10.6
328.243	10.59
328.616	10.65
328.988	10.67
329.361	10.7
329.734	10.69
330.107	10.64
330.479	10.59
330.852	10.46
331.225	10.37
331.597	10.31
331.97	10.15
332.342	10.06
332.715	9.93
333.087	9.83
333.46	9.7
333.832	9.61
334.204	9.59
334.577	9.5
334.949	9.46
335.321	9.45
335.693	9.34
336.065	9.21
336.438	9.06
336.81	9.01
337.182	8.92
337.554	8.83
337.926	8.77
338.298	8.73
338.669	8.64
339.041	8.53
339.413	8.45
339.785	8.37
340.157	8.29
340.528	8.21
340.9	8.19
341.272	8.12
341.643	8.13
342.015	8.1
342.386	8.09
342.758	8.1
343.129	8.15
343.501	8.19
343.872	8.19
344.243	8.18
344.615	8.17
344.986	8.11
345.357	8.13
345.728	8.06
346.099	8.1
346.471	8.09
346.842	8.08
347.213	8.01
347.584	7.97
347.955	7.93
